ID,trial,Computer,Age,Sex,SO,Race,Politics,Education,condition,adaptor,voice,pitch.judgement,attraction,masculinity,likability,friends,typicality
4,18,2,21,2,3,4,3,4,atypical,737,745,1,6,7,7,7,5
4,19,2,21,2,3,4,3,4,atypical,744,746,2,5,8,7,9,9
4,20,2,21,2,3,4,3,4,atypical,721,749,2,2,1,1,2,9
5,1,2,52,1,1,4,5,7,typical,721,749,1,4,7,4,4,6
5,2,2,52,1,1,4,5,7,typical,744,746,2,4,7,6,5,4
5,3,2,52,1,1,4,5,7,typical,737,745,1,6,2,6,5,3
5,4,2,52,1,1,4,5,7,typical,750,743,1,6,2,7,6,3
5,5,2,52,1,1,4,5,7,typical,748,740,1,4,4,3,3,6
5,6,2,52,1,1,4,5,7,typical,750,736,1,3,4,3,3,7
5,7,2,52,1,1,4,5,7,typical,721,733,1,7,6,6,5,7
5,8,2,52,1,1,4,5,7,typical,748,730,1,3,4,5,5,3
5,9,2,52,1,1,4,5,7,typical,744,722,1,6,5,8,5,3
5,10,2,52,1,1,4,5,7,typical,737,719,1,4,6,5,4,7
5,11,2,52,1,1,4,5,7,typical,744,716,3,2,7,2,2,7
5,12,2,52,1,1,4,5,7,typical,721,714,1,2,7,2,2,8
5,13,2,52,1,1,4,5,7,typical,748,713,3,3,5,7,6,5
5,14,2,52,1,1,4,5,7,typical,750,710,1,6,3,6,5,3
5,15,2,52,1,1,4,5,7,typical,737,709,1,3,2,5,5,5
5,16,2,52,1,1,4,5,7,typical,748,707,1,3,4,1,2,6
5,17,2,52,1,1,4,5,7,typical,744,706,1,4,3,6,5,4
5,18,2,52,1,1,4,5,7,typical,737,704,1,2,5,1,1,7
5,19,2,52,1,1,4,5,7,typical,721,703,1,4,4,6,5,6
5,20,2,52,1,1,4,5,7,typical,750,701,1,6,2,7,6,3
6,1,3,35,1,2,4,4,4,typical,750,701,1,2,3,8,7,3
6,2,3,35,1,2,4,4,4,typical,721,703,1,7,5,8,8,7
6,3,3,35,1,2,4,4,4,typical,737,704,1,1,7,7,6,7
6,4,3,35,1,2,4,4,4,typical,744,706,2,2,3,4,2,5
6,5,3,35,1,2,4,4,4,typical,748,707,1,8,7,5,5,8
6,6,3,35,1,2,4,4,4,typical,737,709,1,9,5,8,9,8
6,7,3,35,1,2,4,4,4,typical,750,710,1,6,8,7,3,9
6,8,3,35,1,2,4,4,4,typical,748,713,1,2,8,4,1,8
6,9,3,35,1,2,4,4,4,typical,721,714,1,2,8,1,1,6
6,10,3,35,1,2,4,4,4,typical,744,716,2,2,9,2,1,6
6,11,3,35,1,2,4,4,4,typical,737,719,1,8,6,7,9,6
6,12,3,35,1,2,4,4,4,typical,744,722,1,5,7,7,6,9
6,13,3,35,1,2,4,4,4,typical,748,730,1,2,7,6,5,6
6,14,3,35,1,2,4,4,4,typical,721,733,1,8,4,9,9,7
6,15,3,35,1,2,4,4,4,typical,750,736,1,8,8,3,3,7
6,16,3,35,1,2,4,4,4,typical,748,740,1,2,7,4,2,5
6,17,3,35,1,2,4,4,4,typical,750,743,3,7,7,3,2,8
6,18,3,35,1,2,4,4,4,typical,737,745,1,2,7,5,2,8
6,19,3,35,1,2,4,4,4,typical,744,746,2,7,7,8,8,6
6,20,3,35,1,2,4,4,4,typical,721,749,1,3,8,3,1,8
8,1,10,18,2,1,4,4,2,atypical,750,701,2,2,7,7,6,5
8,2,10,18,2,1,4,4,2,atypical,721,703,2,8,8,7,8,7
8,3,10,18,2,1,4,4,2,atypical,737,704,2,2,6,4,3,7
8,4,10,18,2,1,4,4,2,atypical,744,706,2,8,7,7,8,7
8,5,10,18,2,1,4,4,2,atypical,748,707,2,5,8,6,6,8
8,6,10,18,2,1,4,4,2,atypical,737,709,2,6,7,6,5,9
8,7,10,18,2,1,4,4,2,atypical,750,710,2,9,8,9,8,8
8,8,10,18,2,1,4,4,2,atypical,748,713,2,3,8,7,7,7
8,9,10,18,2,1,4,4,2,atypical,721,714,2,8,8,7,6,9
8,10,10,18,2,1,4,4,2,atypical,744,716,2,5,8,5,3,8
8,11,10,18,2,1,4,4,2,atypical,737,719,2,8,8,8,8,8
8,12,10,18,2,1,4,4,2,atypical,744,722,2,8,9,8,7,9
8,13,10,18,2,1,4,4,2,atypical,748,730,2,4,9,7,6,5
8,14,10,18,2,1,4,4,2,atypical,721,733,1,1,5,4,2,6
8,15,10,18,2,1,4,4,2,atypical,750,736,2,3,6,3,1,8
8,16,10,18,2,1,4,4,2,atypical,748,740,2,8,8,8,7,9
8,17,10,18,2,1,4,4,2,atypical,750,743,2,7,7,7,7,7
8,18,10,18,2,1,4,4,2,atypical,737,745,1,7,9,6,6,7
8,19,10,18,2,1,4,4,2,atypical,744,746,2,3,8,6,6,9
8,20,10,18,2,1,4,4,2,atypical,721,749,1,8,8,8,8,9
9,1,6,22,2,1,4,3,3,typical,750,701,1,5,3,6,7,5
9,2,6,22,2,1,4,3,3,typical,721,703,1,6,3,7,7,3
9,3,6,22,2,1,4,3,3,typical,737,704,1,3,2,3,3,5
9,4,6,22,2,1,4,3,3,typical,744,706,2,5,4,6,5,3
9,5,6,22,2,1,4,3,3,typical,748,707,1,4,7,4,5,4
9,6,6,22,2,1,4,3,3,typical,737,709,1,2,6,6,5,5
9,7,6,22,2,1,4,3,3,typical,750,710,1,5,4,2,3,2
9,8,6,22,2,1,4,3,3,typical,748,713,1,1,1,1,1,5
9,9,6,22,2,1,4,3,3,typical,721,714,1,7,7,6,6,4
9,10,6,22,2,1,4,3,3,typical,744,716,2,1,1,3,1,6
9,11,6,22,2,1,4,3,3,typical,737,719,1,6,3,5,5,6
9,12,6,22,2,1,4,3,3,typical,744,722,1,8,9,6,4,5
9,13,6,22,2,1,4,3,3,typical,748,730,1,3,6,5,2,6
9,14,6,22,2,1,4,3,3,typical,721,733,1,5,6,9,7,3
9,15,6,22,2,1,4,3,3,typical,750,736,1,9,7,4,2,4
9,16,6,22,2,1,4,3,3,typical,748,740,2,7,6,7,5,4
9,17,6,22,2,1,4,3,3,typical,750,743,2,7,7,9,5,3
9,18,6,22,2,1,4,3,3,typical,737,745,1,9,8,5,6,3
9,19,6,22,2,1,4,3,3,typical,744,746,2,9,9,9,8,3
9,20,6,22,2,1,4,3,3,typical,721,749,1,9,7,6,9,5
10,1,6,23,2,2,4,5,6,atypical,721,749,1,8,8,8,5,6
10,2,6,23,2,2,4,5,6,atypical,744,746,2,9,9,9,9,6
10,3,6,23,2,2,4,5,6,atypical,737,745,2,9,9,5,5,2
10,4,6,23,2,2,4,5,6,atypical,750,743,2,8,5,9,9,6
10,5,6,23,2,2,4,5,6,atypical,748,740,1,7,8,6,5,9
10,6,6,23,2,2,4,5,6,atypical,750,736,2,4,6,7,5,5
10,7,6,23,2,2,4,5,6,atypical,721,733,1,7,7,9,9,6
10,8,6,23,2,2,4,5,6,atypical,748,730,3,9,9,5,5,3
10,9,6,23,2,2,4,5,6,atypical,744,722,2,9,9,9,9,6
10,10,6,23,2,2,4,5,6,atypical,737,719,2,6,4,9,8,7
10,11,6,23,2,2,4,5,6,atypical,744,716,2,9,9,3,5,4
10,12,6,23,2,2,4,5,6,atypical,721,714,3,6,7,3,2,7
10,13,6,23,2,2,4,5,6,atypical,748,713,2,2,2,8,8,3
10,14,6,23,2,2,4,5,6,atypical,750,710,2,8,8,8,8,6
10,15,6,23,2,2,4,5,6,atypical,737,709,2,7,8,6,3,7
10,16,6,23,2,2,4,5,6,atypical,748,707,2,3,5,7,5,8
10,17,6,23,2,2,4,5,6,atypical,744,706,1,9,7,4,5,3
10,18,6,23,2,2,4,5,6,atypical,737,704,2,3,7,5,5,7
10,19,6,23,2,2,4,5,6,atypical,721,703,1,7,8,5,5,7
10,20,6,23,2,2,4,5,6,atypical,750,701,2,8,3,7,7,2
11,1,3,21,2,1,4,4,2,atypical,750,701,2,5,6,8,8,6
11,2,3,21,2,1,4,4,2,atypical,721,703,2,9,9,9,9,8
11,3,3,21,2,1,4,4,2,atypical,737,704,2,8,7,8,7,6
11,4,3,21,2,1,4,4,2,atypical,744,706,2,7,6,8,7,6
11,5,3,21,2,1,4,4,2,atypical,748,707,1,4,8,7,5,7
11,6,3,21,2,1,4,4,2,atypical,737,709,2,9,6,8,8,8
11,7,3,21,2,1,4,4,2,atypical,750,710,2,8,8,8,7,7
11,8,3,21,2,1,4,4,2,atypical,748,713,2,7,7,7,7,9
11,9,3,21,2,1,4,4,2,atypical,721,714,1,7,8,7,6,8
11,10,3,21,2,1,4,4,2,atypical,744,716,2,6,5,7,7,7
11,11,3,21,2,1,4,4,2,atypical,737,719,2,6,6,8,6,8
11,12,3,21,2,1,4,4,2,atypical,744,722,2,8,7,8,7,9
11,13,3,21,2,1,4,4,2,atypical,748,730,1,8,7,8,7,6
11,14,3,21,2,1,4,4,2,atypical,721,733,2,6,6,8,6,8
11,15,3,21,2,1,4,4,2,atypical,750,736,2,8,8,7,7,8
11,16,3,21,2,1,4,4,2,atypical,748,740,2,8,7,8,7,7
11,17,3,21,2,1,4,4,2,atypical,750,743,3,6,6,7,6,7
11,18,3,21,2,1,4,4,2,atypical,737,745,2,9,7,8,7,6
11,19,3,21,2,1,4,4,2,atypical,744,746,2,7,7,8,7,9
11,20,3,21,2,1,4,4,2,atypical,721,749,1,9,7,8,7,8
12,1,5,28,2,3,4,4,7,typical,721,749,1,7,8,7,6,8
12,2,5,28,2,3,4,4,7,typical,744,746,2,8,8,8,8,8
12,3,5,28,2,3,4,4,7,typical,737,745,3,5,5,9,7,6
12,4,5,28,2,3,4,4,7,typical,750,743,2,7,4,8,8,4
12,5,5,28,2,3,4,4,7,typical,748,740,3,6,7,7,8,5
12,6,5,28,2,3,4,4,7,typical,750,736,2,5,5,6,4,4
12,7,5,28,2,3,4,4,7,typical,721,733,1,5,5,7,7,5
12,8,5,28,2,3,4,4,7,typical,748,730,3,4,4,6,6,4
12,9,5,28,2,3,4,4,7,typical,744,722,2,7,9,5,4,7
12,10,5,28,2,3,4,4,7,typical,737,719,1,4,3,6,6,4
12,11,5,28,2,3,4,4,7,typical,744,716,1,6,8,5,4,6
12,12,5,28,2,3,4,4,7,typical,721,714,1,3,4,4,4,5
12,13,5,28,2,3,4,4,7,typical,748,713,3,3,3,3,3,4
12,14,5,28,2,3,4,4,7,typical,750,710,3,6,6,4,4,8
12,15,5,28,2,3,4,4,7,typical,737,709,1,3,3,4,4,3
12,16,5,28,2,3,4,4,7,typical,748,707,1,8,8,3,3,8
12,17,5,28,2,3,4,4,7,typical,744,706,2,4,4,5,6,4
12,18,5,28,2,3,4,4,7,typical,737,704,1,4,3,5,5,5
12,19,5,28,2,3,4,4,7,typical,721,703,1,6,6,6,7,7
12,20,5,28,2,3,4,4,7,typical,750,701,3,3,2,7,7,3
13,1,10,19,1,3,4,4,3,atypical,750,701,2,4,5,4,4,5
13,2,10,19,1,3,4,4,3,atypical,721,703,1,3,4,4,5,3
13,3,10,19,1,3,4,4,3,atypical,737,704,2,5,5,6,5,6
13,4,10,19,1,3,4,4,3,atypical,744,706,2,7,5,7,6,5
13,5,10,19,1,3,4,4,3,atypical,748,707,2,6,4,5,5,8
13,6,10,19,1,3,4,4,3,atypical,737,709,1,7,5,6,5,5
13,7,10,19,1,3,4,4,3,atypical,750,710,2,6,6,6,6,6
13,8,10,19,1,3,4,4,3,atypical,748,713,2,6,6,6,5,6
13,9,10,19,1,3,4,4,3,atypical,721,714,1,9,9,9,9,9
13,10,10,19,1,3,4,4,3,atypical,744,716,3,9,9,9,9,9
13,11,10,19,1,3,4,4,3,atypical,737,719,1,7,7,6,5,7
13,12,10,19,1,3,4,4,3,atypical,744,722,2,8,8,7,6,6
13,13,10,19,1,3,4,4,3,atypical,748,730,2,9,9,8,9,6
13,14,10,19,1,3,4,4,3,atypical,721,733,1,8,8,7,7,8
13,15,10,19,1,3,4,4,3,atypical,750,736,3,6,6,5,4,6
13,16,10,19,1,3,4,4,3,atypical,748,740,2,7,8,6,8,7
13,17,10,19,1,3,4,4,3,atypical,750,743,3,9,9,9,9,9
13,18,10,19,1,3,4,4,3,atypical,737,745,2,9,9,9,9,6
13,19,10,19,1,3,4,4,3,atypical,744,746,2,7,7,7,7,8
13,20,10,19,1,3,4,4,3,atypical,721,749,1,7,9,7,7,7
14,1,2,20,2,3,4,5,2,typical,721,749,1,3,6,6,4,9
14,2,2,20,2,3,4,5,2,typical,744,746,2,1,7,7,7,9
14,3,2,20,2,3,4,5,2,typical,737,745,1,7,5,7,6,3
14,4,2,20,2,3,4,5,2,typical,750,743,1,1,4,3,2,3
14,5,2,20,2,3,4,5,2,typical,748,740,1,5,5,4,3,7
14,6,2,20,2,3,4,5,2,typical,750,736,1,6,6,8,7,8
14,7,2,20,2,3,4,5,2,typical,721,733,1,1,3,3,1,5
14,8,2,20,2,3,4,5,2,typical,748,730,3,5,3,6,5,4
14,9,2,20,2,3,4,5,2,typical,744,722,1,3,4,7,3,5
14,10,2,20,2,3,4,5,2,typical,737,719,1,6,4,8,9,6
14,11,2,20,2,3,4,5,2,typical,744,716,1,7,8,5,5,9
14,12,2,20,2,3,4,5,2,typical,721,714,1,2,7,5,5,8
14,13,2,20,2,3,4,5,2,typical,748,713,3,1,6,3,2,7
14,14,2,20,2,3,4,5,2,typical,750,710,1,6,4,5,3,6
14,15,2,20,2,3,4,5,2,typical,737,709,1,6,6,8,8,5
14,16,2,20,2,3,4,5,2,typical,748,707,1,8,7,6,9,4
14,17,2,20,2,3,4,5,2,typical,744,706,1,6,4,8,8,2
14,18,2,20,2,3,4,5,2,typical,737,704,1,3,7,1,1,7
14,19,2,20,2,3,4,5,2,typical,721,703,1,7,6,8,9,8
14,20,2,20,2,3,4,5,2,typical,750,701,1,2,2,5,1,4
15,1,1,21,2,1,4,3,3,typical,750,701,1,2,2,3,4,4
15,2,1,21,2,1,4,3,3,typical,721,703,1,8,5,8,8,7
15,3,1,21,2,1,4,3,3,typical,737,704,1,1,3,1,1,3
15,4,1,21,2,1,4,3,3,typical,744,706,2,3,2,3,3,5
15,5,1,21,2,1,4,3,3,typical,748,707,1,6,5,8,8,6
15,6,1,21,2,1,4,3,3,typical,737,709,1,5,4,6,6,6
15,7,1,21,2,1,4,3,3,typical,750,710,1,3,3,3,3,4
15,8,1,21,2,1,4,3,3,typical,748,713,2,1,1,3,4,2
15,9,1,21,2,1,4,3,3,typical,721,714,1,9,7,9,9,5
15,10,1,21,2,1,4,3,3,typical,744,716,2,1,1,3,3,3
15,11,1,21,2,1,4,3,3,typical,737,719,1,8,6,9,9,6
15,12,1,21,2,1,4,3,3,typical,744,722,1,9,7,9,9,8
15,13,1,21,2,1,4,3,3,typical,748,730,1,3,5,3,3,7
15,14,1,21,2,1,4,3,3,typical,721,733,1,1,1,6,6,4
15,15,1,21,2,1,4,3,3,typical,750,736,1,6,4,6,6,8
15,16,1,21,2,1,4,3,3,typical,748,740,3,4,4,6,6,7
15,17,1,21,2,1,4,3,3,typical,750,743,3,4,4,4,4,4
15,18,1,21,2,1,4,3,3,typical,737,745,1,2,5,3,5,2
15,19,1,21,2,1,4,3,3,typical,744,746,2,6,6,8,8,5
15,20,1,21,2,1,4,3,3,typical,721,749,1,7,8,8,8,5
16,1,3,32,1,1,4,4,5,atypical,721,749,1,8,5,7,7,5
16,2,3,32,1,1,4,4,5,atypical,744,746,2,6,7,7,7,6
16,3,3,32,1,1,4,4,5,atypical,737,745,2,5,4,5,5,5
16,4,3,32,1,1,4,4,5,atypical,750,743,1,9,7,9,9,6
16,5,3,32,1,1,4,4,5,atypical,748,740,2,7,7,7,7,7
16,6,3,32,1,1,4,4,5,atypical,750,736,2,8,8,8,8,7
16,7,3,32,1,1,4,4,5,atypical,721,733,1,9,9,9,9,9
16,8,3,32,1,1,4,4,5,atypical,748,730,3,7,8,8,8,8
16,9,3,32,1,1,4,4,5,atypical,744,722,2,9,9,9,9,9
16,10,3,32,1,1,4,4,5,atypical,737,719,2,9,9,9,9,9
16,11,3,32,1,1,4,4,5,atypical,744,716,2,9,9,9,9,9
16,12,3,32,1,1,4,4,5,atypical,721,714,2,9,7,8,8,8
16,13,3,32,1,1,4,4,5,atypical,748,713,2,8,8,8,8,8
16,14,3,32,1,1,4,4,5,atypical,750,710,2,8,8,8,8,8
16,15,3,32,1,1,4,4,5,atypical,737,709,2,9,9,9,9,9
16,16,3,32,1,1,4,4,5,atypical,748,707,2,9,5,9,9,9
16,17,3,32,1,1,4,4,5,atypical,744,706,3,8,7,7,7,7
16,18,3,32,1,1,4,4,5,atypical,737,704,1,9,3,7,7,7
16,19,3,32,1,1,4,4,5,atypical,721,703,3,9,6,6,6,6
16,20,3,32,1,1,4,4,5,atypical,750,701,2,9,3,7,7,7
17,1,9,19,2,1,4,5,3,atypical,750,701,1,6,8,8,8,5
17,2,9,19,2,1,4,5,3,atypical,721,703,1,8,8,6,6,8
17,3,9,19,2,1,4,5,3,atypical,737,704,2,8,8,8,7,7
17,4,9,19,2,1,4,5,3,atypical,744,706,2,5,7,6,6,8
17,5,9,19,2,1,4,5,3,atypical,748,707,3,8,6,8,8,8
17,6,9,19,2,1,4,5,3,atypical,737,709,1,6,8,7,6,8
17,7,9,19,2,1,4,5,3,atypical,750,710,2,7,7,6,6,8
17,8,9,19,2,1,4,5,3,atypical,748,713,2,8,9,8,7,8
17,9,9,19,2,1,4,5,3,atypical,721,714,2,9,8,6,6,8
17,10,9,19,2,1,4,5,3,atypical,744,716,2,5,8,5,4,7
17,11,9,19,2,1,4,5,3,atypical,737,719,2,6,6,5,5,9
17,12,9,19,2,1,4,5,3,atypical,744,722,2,7,7,8,8,7
17,13,9,19,2,1,4,5,3,atypical,748,730,3,8,7,8,6,6
17,14,9,19,2,1,4,5,3,atypical,721,733,3,5,5,7,7,9
17,15,9,19,2,1,4,5,3,atypical,750,736,3,9,8,6,6,7
17,16,9,19,2,1,4,5,3,atypical,748,740,2,7,7,8,6,6
17,17,9,19,2,1,4,5,3,atypical,750,743,2,8,8,8,8,8
17,18,9,19,2,1,4,5,3,atypical,737,745,3,7,6,6,5,6
17,19,9,19,2,1,4,5,3,atypical,744,746,2,4,8,5,5,9
17,20,9,19,2,1,4,5,3,atypical,721,749,3,7,7,6,7,8
18,1,6,21,2,1,4,3,3,typical,750,701,1,6,4,7,7,2
18,2,6,21,2,1,4,3,3,typical,721,703,1,9,2,5,7,8
18,3,6,21,2,1,4,3,3,typical,737,704,1,7,6,7,7,4
18,4,6,21,2,1,4,3,3,typical,744,706,1,8,2,7,6,7
18,5,6,21,2,1,4,3,3,typical,748,707,1,9,3,3,7,9
18,6,6,21,2,1,4,3,3,typical,737,709,1,9,7,7,8,5
18,7,6,21,2,1,4,3,3,typical,750,710,1,6,3,6,6,5
18,8,6,21,2,1,4,3,3,typical,748,713,1,8,6,7,7,5
18,9,6,21,2,1,4,3,3,typical,721,714,1,6,1,3,5,9
18,10,6,21,2,1,4,3,3,typical,744,716,1,6,3,5,5,4
18,11,6,21,2,1,4,3,3,typical,737,719,1,5,3,5,5,7
18,12,6,21,2,1,4,3,3,typical,744,722,1,9,8,8,8,6
18,13,6,21,2,1,4,3,3,typical,748,730,1,6,5,5,6,4
18,14,6,21,2,1,4,3,3,typical,721,733,1,8,5,6,7,4
18,15,6,21,2,1,4,3,3,typical,750,736,1,8,7,7,6,7
18,16,6,21,2,1,4,3,3,typical,748,740,1,8,6,7,7,5
18,17,6,21,2,1,4,3,3,typical,750,743,2,7,5,6,5,4
18,18,6,21,2,1,4,3,3,typical,737,745,1,8,8,8,8,3
18,19,6,21,2,1,4,3,3,typical,744,746,1,8,8,8,7,7
18,20,6,21,2,1,4,3,3,typical,721,749,1,7,7,7,5,6
19,1,2,30,1,3,4,3,2,atypical,721,749,2,7,8,7,6,7
19,2,2,30,1,3,4,3,2,atypical,744,746,2,9,8,7,7,6
19,3,2,30,1,3,4,3,2,atypical,737,745,1,1,3,4,3,7
19,4,2,30,1,3,4,3,2,atypical,750,743,2,1,1,3,1,3
19,5,2,30,1,3,4,3,2,atypical,748,740,2,4,6,5,5,9
19,6,2,30,1,3,4,3,2,atypical,750,736,2,6,7,3,1,7
19,7,2,30,1,3,4,3,2,atypical,721,733,1,5,3,9,7,4
19,8,2,30,1,3,4,3,2,atypical,748,730,3,4,7,6,4,8
19,9,2,30,1,3,4,3,2,atypical,744,722,2,9,8,9,8,3
19,10,2,30,1,3,4,3,2,atypical,737,719,2,8,8,2,3,7
19,11,2,30,1,3,4,3,2,atypical,744,716,2,1,6,1,1,2
19,12,2,30,1,3,4,3,2,atypical,721,714,2,1,2,2,1,1
19,13,2,30,1,3,4,3,2,atypical,748,713,2,4,4,7,6,8
19,14,2,30,1,3,4,3,2,atypical,750,710,2,7,3,3,3,9
19,15,2,30,1,3,4,3,2,atypical,737,709,2,5,4,6,3,8
19,16,2,30,1,3,4,3,2,atypical,748,707,2,9,7,2,2,6
19,17,2,30,1,3,4,3,2,atypical,744,706,2,2,1,4,4,7
19,18,2,30,1,3,4,3,2,atypical,737,704,2,1,3,1,3,8
19,19,2,30,1,3,4,3,2,atypical,721,703,1,6,8,6,5,9
19,20,2,30,1,3,4,3,2,atypical,750,701,2,8,3,5,5,1
20,1,1,27,2,1,5,4,5,typical,721,749,1,7,5,4,6,7
20,2,1,27,2,1,5,4,5,typical,744,746,3,6,7,7,7,8
20,3,1,27,2,1,5,4,5,typical,737,745,1,4,6,6,7,9
20,4,1,27,2,1,5,4,5,typical,750,743,2,4,4,9,4,3
20,5,1,27,2,1,5,4,5,typical,748,740,1,5,5,7,9,6
20,6,1,27,2,1,5,4,5,typical,750,736,1,7,4,8,6,9
20,7,1,27,2,1,5,4,5,typical,721,733,1,4,4,9,8,7
20,8,1,27,2,1,5,4,5,typical,748,730,1,5,5,6,4,6
20,9,1,27,2,1,5,4,5,typical,744,722,2,6,5,9,8,9
20,10,1,27,2,1,5,4,5,typical,737,719,1,5,4,7,8,9
20,11,1,27,2,1,5,4,5,typical,744,716,1,4,3,3,3,4
20,12,1,27,2,1,5,4,5,typical,721,714,1,5,7,7,1,7
20,13,1,27,2,1,5,4,5,typical,748,713,3,5,4,4,4,7
20,14,1,27,2,1,5,4,5,typical,750,710,1,5,5,5,4,9
20,15,1,27,2,1,5,4,5,typical,737,709,1,5,5,9,6,9
20,16,1,27,2,1,5,4,5,typical,748,707,1,4,4,9,8,7
20,17,1,27,2,1,5,4,5,typical,744,706,1,7,4,9,7,5
20,18,1,27,2,1,5,4,5,typical,737,704,1,3,4,4,5,7
20,19,1,27,2,1,5,4,5,typical,721,703,1,8,6,9,7,7
20,20,1,27,2,1,5,4,5,typical,750,701,3,5,5,5,5,9
21,1,4,20,2,1,4,5,2,typical,750,701,1,4,3,4,2,3
21,2,4,20,2,1,4,5,2,typical,721,703,1,6,5,4,6,8
21,3,4,20,2,1,4,5,2,typical,737,704,1,2,4,3,1,2
21,4,4,20,2,1,4,5,2,typical,744,706,3,9,5,8,7,5
21,5,4,20,2,1,4,5,2,typical,748,707,1,6,4,8,5,7
21,6,4,20,2,1,4,5,2,typical,737,709,1,4,5,6,3,9
21,7,4,20,2,1,4,5,2,typical,750,710,3,7,6,8,5,7
21,8,4,20,2,1,4,5,2,typical,748,713,1,1,2,4,1,2
21,9,4,20,2,1,4,5,2,typical,721,714,1,1,5,3,1,3
21,10,4,20,2,1,4,5,2,typical,744,716,3,3,5,4,2,3
21,11,4,20,2,1,4,5,2,typical,737,719,1,5,6,7,6,7
21,12,4,20,2,1,4,5,2,typical,744,722,1,8,6,9,7,6
21,13,4,20,2,1,4,5,2,typical,748,730,1,7,6,8,5,4
21,14,4,20,2,1,4,5,2,typical,721,733,1,6,6,8,7,7
21,15,4,20,2,1,4,5,2,typical,750,736,3,4,4,6,2,5
21,16,4,20,2,1,4,5,2,typical,748,740,1,7,5,7,6,7
21,17,4,20,2,1,4,5,2,typical,750,743,1,8,5,8,7,6
21,18,4,20,2,1,4,5,2,typical,737,745,1,3,6,4,1,3
21,19,4,20,2,1,4,5,2,typical,744,746,2,5,7,6,4,9
21,20,4,20,2,1,4,5,2,typical,721,749,1,3,5,4,2,5
22,1,2,28,2,1,4,4,6,atypical,750,701,2,3,3,6,6,6
22,2,2,28,2,1,4,4,6,atypical,721,703,1,6,5,7,7,5
22,3,2,28,2,1,4,4,6,atypical,737,704,2,4,4,3,3,6
22,4,2,28,2,1,4,4,6,atypical,744,706,2,5,5,6,6,6
22,5,2,28,2,1,4,4,6,atypical,748,707,3,7,6,5,5,6
22,6,2,28,2,1,4,4,6,atypical,737,709,3,6,5,7,7,6
22,7,2,28,2,1,4,4,6,atypical,750,710,2,4,5,6,6,6
22,8,2,28,2,1,4,4,6,atypical,748,713,2,7,6,6,6,5
22,9,2,28,2,1,4,4,6,atypical,721,714,2,5,4,6,6,6
22,10,2,28,2,1,4,4,6,atypical,744,716,2,4,6,4,4,5
