ID,trial,Computer,Age,Sex,Race,Politics,SO,Education,target.sex,condition,adaptor,voice,pitch.judgement,attraction,masc.fem,likability,friends,typicality
8,40,2,41,1,4,5,1,8,male,masc,750,701,2,4,3,4,6,5
9,1,8,29,1,4,3,1,2,female,masc,128,663,2,4,6,7,6,6
9,2,8,29,1,4,3,1,2,female,masc,173,508,1,6,7,6,6,7
9,3,8,29,1,4,3,1,2,female,masc,365,437,3,8,8,8,7,7
9,4,8,29,1,4,3,1,2,female,masc,377,417,1,9,9,8,8,6
9,5,8,29,1,4,3,1,2,female,masc,354,413,1,9,9,9,9,4
9,6,8,29,1,4,3,1,2,female,masc,354,406,1,9,9,9,9,3
9,7,8,29,1,4,3,1,2,female,masc,128,380,1,6,6,6,6,5
9,8,8,29,1,4,3,1,2,female,masc,173,371,1,6,8,7,6,8
9,9,8,29,1,4,3,1,2,female,masc,365,367,2,6,7,6,6,7
9,10,8,29,1,4,3,1,2,female,masc,377,354,2,9,9,9,9,4
9,11,8,29,1,4,3,1,2,female,masc,173,338,1,7,7,7,7,3
9,12,8,29,1,4,3,1,2,female,masc,377,333,1,8,9,8,8,6
9,13,8,29,1,4,3,1,2,female,masc,128,323,1,6,9,7,6,6
9,14,8,29,1,4,3,1,2,female,masc,354,319,2,6,6,5,5,5
9,15,8,29,1,4,3,1,2,female,masc,365,315,2,7,8,7,7,5
9,16,8,29,1,4,3,1,2,female,masc,128,199,1,7,8,8,7,3
9,17,8,29,1,4,3,1,2,female,masc,354,144,1,5,6,6,6,4
9,18,8,29,1,4,3,1,2,female,masc,173,121,1,7,6,6,7,4
9,19,8,29,1,4,3,1,2,female,masc,365,112,1,6,5,6,6,4
9,20,8,29,1,4,3,1,2,female,masc,377,103,1,7,6,7,7,5
9,21,8,29,1,4,3,1,2,male,masc,750,701,1,4,6,7,7,7
9,22,8,29,1,4,3,1,2,male,masc,721,703,1,3,6,7,7,7
9,23,8,29,1,4,3,1,2,male,masc,737,704,1,3,6,6,6,6
9,24,8,29,1,4,3,1,2,male,masc,744,706,1,3,6,7,7,6
9,25,8,29,1,4,3,1,2,male,masc,748,707,1,3,6,7,6,7
9,26,8,29,1,4,3,1,2,male,masc,737,709,1,7,7,6,6,7
9,27,8,29,1,4,3,1,2,male,masc,750,710,1,3,5,6,7,7
9,28,8,29,1,4,3,1,2,male,masc,748,713,1,7,7,7,6,6
9,29,8,29,1,4,3,1,2,male,masc,721,714,1,3,7,6,6,6
