ID,trial,Computer,Age,Sex,Race,Politics,SO,Education,target.sex,condition,adaptor,voice,pitch.judgement,attraction,masc.fem,likability,friends,typicality
10,16,6,23,2,4,3,1,5,female,atypical,354,413,2,4,8,5,5,6
10,17,6,23,2,4,3,1,5,female,atypical,377,417,3,6,7,6,6,7
10,18,6,23,2,4,3,1,5,female,atypical,365,437,3,5,4,5,5,5
10,19,6,23,2,4,3,1,5,female,atypical,173,508,1,5,5,5,6,4
10,20,6,23,2,4,3,1,5,female,atypical,128,663,2,6,5,6,6,6
10,21,6,23,2,4,3,1,5,male,atypical,721,749,2,9,8,9,9,8
10,22,6,23,2,4,3,1,5,male,atypical,744,746,2,7,9,8,8,8
10,23,6,23,2,4,3,1,5,male,atypical,737,745,2,3,4,5,5,4
10,24,6,23,2,4,3,1,5,male,atypical,750,743,2,2,2,4,4,3
10,25,6,23,2,4,3,1,5,male,atypical,748,740,2,7,7,8,8,8
10,26,6,23,2,4,3,1,5,male,atypical,750,736,2,6,6,5,4,4
10,27,6,23,2,4,3,1,5,male,atypical,721,733,2,4,4,5,5,4
10,28,6,23,2,4,3,1,5,male,atypical,748,730,2,6,8,8,8,8
10,29,6,23,2,4,3,1,5,male,atypical,744,722,2,8,6,8,8,6
10,30,6,23,2,4,3,1,5,male,atypical,737,719,2,7,6,7,7,7
10,31,6,23,2,4,3,1,5,male,atypical,744,716,2,5,3,4,4,4
10,32,6,23,2,4,3,1,5,male,atypical,721,714,2,7,9,7,7,7
10,33,6,23,2,4,3,1,5,male,atypical,748,713,2,6,9,6,6,6
10,34,6,23,2,4,3,1,5,male,atypical,750,710,2,9,8,8,8,8
10,35,6,23,2,4,3,1,5,male,atypical,737,709,3,7,6,7,7,7
10,36,6,23,2,4,3,1,5,male,atypical,748,707,2,7,3,7,7,6
10,37,6,23,2,4,3,1,5,male,atypical,744,706,2,6,4,6,6,5
10,38,6,23,2,4,3,1,5,male,atypical,737,704,2,4,3,4,5,5
10,39,6,23,2,4,3,1,5,male,atypical,721,703,3,9,8,8,8,6
10,40,6,23,2,4,3,1,5,male,atypical,750,701,2,4,2,5,5,4
11,1,1,22,2,1,5,3,5,male,typical,750,701,1,2,2,7,7,7
11,2,1,22,2,1,5,3,5,male,typical,721,703,1,8,7,9,9,8
11,3,1,22,2,1,5,3,5,male,typical,737,704,1,4,5,4,3,7
11,4,1,22,2,1,5,3,5,male,typical,744,706,2,5,5,5,4,6
11,5,1,22,2,1,5,3,5,male,typical,748,707,1,4,4,5,6,6
11,6,1,22,2,1,5,3,5,male,typical,737,709,1,7,6,9,8,5
11,7,1,22,2,1,5,3,5,male,typical,750,710,1,4,4,4,3,5
11,8,1,22,2,1,5,3,5,male,typical,748,713,1,1,2,1,1,3
11,9,1,22,2,1,5,3,5,male,typical,721,714,1,7,7,4,3,4
11,10,1,22,2,1,5,3,5,male,typical,744,716,2,2,3,6,3,6
11,11,1,22,2,1,5,3,5,male,typical,737,719,3,7,7,8,7,6
11,12,1,22,2,1,5,3,5,male,typical,744,722,3,8,7,9,9,6
11,13,1,22,2,1,5,3,5,male,typical,748,730,2,6,6,8,7,7
11,14,1,22,2,1,5,3,5,male,typical,721,733,1,5,4,6,2,4
11,15,1,22,2,1,5,3,5,male,typical,750,736,3,4,6,5,6,7
11,16,1,22,2,1,5,3,5,male,typical,748,740,2,8,8,6,7,6
11,17,1,22,2,1,5,3,5,male,typical,750,743,2,7,2,7,7,4
11,18,1,22,2,1,5,3,5,male,typical,737,745,1,4,6,6,3,6
11,19,1,22,2,1,5,3,5,male,typical,744,746,2,5,5,8,7,7
11,20,1,22,2,1,5,3,5,male,typical,721,749,1,6,5,6,8,7
11,21,1,22,2,1,5,3,5,female,typical,377,103,2,6,6,2,2,6
11,22,1,22,2,1,5,3,5,female,typical,365,122,1,8,7,8,8,8
11,23,1,22,2,1,5,3,5,female,typical,173,121,3,7,7,8,8,6
