ID,trial,Age,Sex,Race,condition,adaptor,voice,pitch.judgement,attraction,femininity,likability,friends,typicality
72,11,54,1,4,atypical,377,354,1,5,6,6,6,4
72,12,54,1,4,atypical,365,367,1,4,5,6,6,3
72,13,54,1,4,atypical,173,371,1,4,5,6,6,4
72,14,54,1,4,atypical,128,380,1,4,4,5,5,4
72,15,54,1,4,atypical,354,406,1,6,6,6,6,6
72,16,54,1,4,atypical,354,413,1,6,5,6,6,4
72,17,54,1,4,atypical,377,417,1,4,6,5,5,6
72,18,54,1,4,atypical,365,437,1,5,6,6,6,5
72,19,54,1,4,atypical,173,508,1,4,5,6,6,6
72,20,54,1,4,atypical,128,663,1,5,5,6,5,5
73,1,49,1,4,typical,377,103,2,6,6,6,7,7
73,2,49,1,4,typical,365,122,2,7,7,7,7,5
73,3,49,1,4,typical,173,121,2,6,6,6,5,6
73,4,49,1,4,typical,354,144,2,7,7,7,7,5
73,5,49,1,4,typical,128,199,2,5,6,6,5,8
73,6,49,1,4,typical,365,315,2,6,6,6,6,6
73,7,49,1,4,typical,354,319,2,6,7,7,7,5
73,8,49,1,4,typical,128,323,2,5,6,6,5,7
73,9,49,1,4,typical,377,333,2,6,6,5,5,4
73,10,49,1,4,typical,173,338,3,6,6,6,5,7
73,11,49,1,4,typical,377,354,3,7,7,7,7,4
73,12,49,1,4,typical,365,367,2,5,5,5,5,7
73,13,49,1,4,typical,173,371,2,5,5,6,6,7
73,14,49,1,4,typical,128,380,2,6,6,6,6,7
73,15,49,1,4,typical,354,406,3,8,8,8,8,3
73,16,49,1,4,typical,354,413,3,7,7,7,7,5
73,17,49,1,4,typical,377,417,3,6,6,6,5,7
73,18,49,1,4,typical,365,437,2,6,6,6,5,8
73,19,49,1,4,typical,173,508,3,6,5,6,6,4
73,20,49,1,4,typical,128,663,2,5,6,6,5,4
74,1,19,2,4,atypical,377,103,1,7,9,7,7,8
74,2,19,2,4,atypical,365,112,1,9,9,9,9,6
74,3,19,2,4,atypical,173,121,2,8,8,8,9,7
74,4,19,2,4,atypical,354,144,1,9,9,9,9,8
74,5,19,2,4,atypical,128,199,1,8,8,8,8,9
74,6,19,2,4,atypical,365,315,1,8,8,7,7,8
74,7,19,2,4,atypical,354,319,1,9,9,9,9,7
74,8,19,2,4,atypical,128,323,1,8,9,8,8,7
74,9,19,2,4,atypical,377,333,1,9,9,9,9,6
74,10,19,2,4,atypical,173,338,3,8,9,8,8,8
74,11,19,2,4,atypical,377,354,1,9,9,9,9,7
74,12,19,2,4,atypical,365,367,1,8,9,7,7,8
74,13,19,2,4,atypical,173,371,3,9,9,9,9,7
74,14,19,2,4,atypical,128,380,3,8,9,8,9,6
74,15,19,2,4,atypical,354,406,3,9,9,9,9,7
74,16,19,2,4,atypical,354,413,1,9,9,9,9,5
74,17,19,2,4,atypical,377,417,1,9,9,7,7,8
74,18,19,2,4,atypical,365,437,3,8,9,8,8,8
74,19,19,2,4,atypical,173,508,1,9,9,9,9,7
74,20,19,2,4,atypical,128,663,3,8,9,8,8,8
75,1,20,1,4,typical,377,103,2,7,7,7,6,7
75,2,20,1,4,typical,365,122,1,6,7,7,7,5
75,3,20,1,4,typical,173,121,2,5,4,4,5,4
75,4,20,1,4,typical,354,144,2,5,5,5,4,4
75,5,20,1,4,typical,128,199,2,5,5,7,3,4
75,6,20,1,4,typical,365,315,2,4,5,6,5,4
75,7,20,1,4,typical,354,319,1,4,4,5,3,7
75,8,20,1,4,typical,128,323,2,5,5,6,3,4
75,9,20,1,4,typical,377,333,2,4,5,5,3,4
75,10,20,1,4,typical,173,338,2,5,5,7,7,3
75,11,20,1,4,typical,377,354,2,2,3,4,4,4
75,12,20,1,4,typical,365,367,2,4,5,6,5,4
75,13,20,1,4,typical,173,371,1,5,6,7,5,5
75,14,20,1,4,typical,128,380,2,4,4,5,4,5
75,15,20,1,4,typical,354,406,1,6,4,5,4,4
75,16,20,1,4,typical,354,413,1,4,4,5,4,5
75,17,20,1,4,typical,377,417,2,6,6,7,6,6
75,18,20,1,4,typical,365,437,2,3,3,4,2,2
75,19,20,1,4,typical,173,508,2,4,4,5,5,7
75,20,20,1,4,typical,128,663,2,2,3,3,5,6
76,1,31,1,4,atypical,128,663,2,4,4,4,4,4
76,2,31,1,4,atypical,173,508,1,6,6,6,6,6
76,3,31,1,4,atypical,365,437,3,6,6,6,6,6
76,4,31,1,4,atypical,377,417,1,7,7,7,7,7
76,5,31,1,4,atypical,354,413,3,8,8,8,8,8
76,6,31,1,4,atypical,354,406,3,7,7,7,7,7
76,7,31,1,4,atypical,128,380,1,6,6,6,6,6
76,8,31,1,4,atypical,173,371,3,6,6,6,6,6
76,9,31,1,4,atypical,365,367,3,6,6,6,6,6
76,10,31,1,4,atypical,377,354,3,7,7,6,7,6
76,11,31,1,4,atypical,173,338,3,7,7,7,7,7
76,12,31,1,4,atypical,377,333,2,8,8,8,8,8
76,13,31,1,4,atypical,128,323,2,7,7,7,7,7
76,14,31,1,4,atypical,354,319,2,8,8,8,8,8
76,15,31,1,4,atypical,365,315,2,6,6,6,6,6
76,16,31,1,4,atypical,128,199,2,5,5,5,4,6
76,17,31,1,4,atypical,354,144,2,6,7,7,6,6
76,18,31,1,4,atypical,173,121,2,6,7,8,6,7
76,19,31,1,4,atypical,365,112,2,6,6,6,6,6
76,20,31,1,4,atypical,377,103,3,6,6,6,5,5
77,1,26,2,3,atypical,128,663,1,5,6,5,5,6
77,2,26,2,3,atypical,173,508,3,8,8,8,8,8
77,3,26,2,3,atypical,365,437,2,6,5,6,7,7
77,4,26,2,3,atypical,377,417,1,6,6,7,6,6
77,5,26,2,3,atypical,354,413,2,7,8,7,7,7
77,6,26,2,3,atypical,354,406,1,8,8,7,7,8
77,7,26,2,3,atypical,128,380,1,4,4,5,5,5
77,8,26,2,3,atypical,173,371,1,7,7,8,7,7
77,9,26,2,3,atypical,365,367,3,5,5,6,6,5
77,10,26,2,3,atypical,377,354,1,7,7,7,6,7
77,11,26,2,3,atypical,173,338,1,7,7,8,7,7
77,12,26,2,3,atypical,377,333,1,7,6,6,6,7
77,13,26,2,3,atypical,128,323,3,6,6,6,7,6
77,14,26,2,3,atypical,354,319,1,7,7,7,6,6
77,15,26,2,3,atypical,365,315,3,7,7,7,7,6
77,16,26,2,3,atypical,128,199,3,6,7,6,6,6
77,17,26,2,3,atypical,354,144,1,7,7,7,6,7
77,18,26,2,3,atypical,173,121,1,7,7,8,8,7
77,19,26,2,3,atypical,365,112,3,6,7,6,6,6
77,20,26,2,3,atypical,377,103,1,7,7,6,7,7
78,1,66,2,4,typical,128,663,2,6,7,6,5,7
78,2,66,2,4,typical,173,508,2,7,8,8,7,4
78,3,66,2,4,typical,365,437,2,5,4,7,6,8
78,4,66,2,4,typical,377,417,2,8,8,7,6,6
78,5,66,2,4,typical,354,413,2,5,9,6,3,5
78,6,66,2,4,typical,354,406,1,5,6,6,5,4
78,7,66,2,4,typical,128,380,2,4,6,7,7,2
78,8,66,2,4,typical,173,371,2,6,8,7,5,6
78,9,66,2,4,typical,365,367,3,5,4,7,7,2
78,10,66,2,4,typical,377,354,2,8,7,8,8,4
78,11,66,2,4,typical,173,338,1,6,4,6,5,6
78,12,66,2,4,typical,377,333,2,2,3,5,5,2
78,13,66,2,4,typical,128,323,2,4,3,4,3,5
78,14,66,2,4,typical,354,319,2,6,7,8,8,3
78,15,66,2,4,typical,365,315,2,5,3,5,5,2
78,16,66,2,4,typical,128,199,2,3,2,5,5,2
78,17,66,2,4,typical,354,144,2,5,6,6,5,6
78,18,66,2,4,typical,173,121,3,4,2,4,4,2
78,19,66,2,4,typical,365,112,2,4,2,5,5,2
78,20,66,2,4,typical,377,103,2,7,9,6,6,5
79,1,20,2,2,atypical,128,663,1,5,4,6,7,8
79,2,20,2,2,atypical,173,508,1,3,5,3,6,5
79,3,20,2,2,atypical,365,437,2,6,9,4,4,4
79,4,20,2,2,atypical,377,417,1,3,3,2,1,9
79,5,20,2,2,atypical,354,413,1,6,9,5,4,7
79,6,20,2,2,atypical,354,406,1,9,9,7,8,4
79,7,20,2,2,atypical,128,380,1,7,6,7,7,4
79,8,20,2,2,atypical,173,371,1,3,8,2,2,9
79,9,20,2,2,atypical,365,367,1,5,4,4,7,8
79,10,20,2,2,atypical,377,354,1,5,7,1,1,9
79,11,20,2,2,atypical,173,338,1,5,6,6,6,8
79,12,20,2,2,atypical,377,333,1,1,6,1,1,2
79,13,20,2,2,atypical,128,323,2,5,3,5,5,3
79,14,20,2,2,atypical,354,319,1,7,7,5,5,4
79,15,20,2,2,atypical,365,315,2,2,6,2,1,9
79,16,20,2,2,atypical,128,199,1,7,7,9,9,5
79,17,20,2,2,atypical,354,144,2,7,7,5,5,9
79,18,20,2,2,atypical,173,121,1,8,9,5,5,7
79,19,20,2,2,atypical,365,112,2,7,8,6,6,8
79,20,20,2,2,atypical,377,103,1,2,7,1,1,9
80,1,26,2,4,typical,128,663,2,6,6,7,7,6
80,2,26,2,4,typical,173,508,3,6,5,6,6,6
80,3,26,2,4,typical,365,437,2,7,7,7,6,7
80,4,26,2,4,typical,377,417,2,6,7,7,7,8
80,5,26,2,4,typical,354,413,1,9,9,9,8,4
80,6,26,2,4,typical,354,406,3,7,7,7,7,5
80,7,26,2,4,typical,128,380,3,5,4,6,5,5
80,8,26,2,4,typical,173,371,2,5,5,5,5,4
80,9,26,2,4,typical,365,367,2,5,5,5,4,5
80,10,26,2,4,typical,377,354,2,5,6,6,4,6
80,11,26,2,4,typical,173,338,2,5,5,5,5,5
80,12,26,2,4,typical,377,333,2,5,7,4,5,5
80,13,26,2,4,typical,128,323,2,5,7,6,6,6
80,14,26,2,4,typical,354,319,2,6,7,6,7,6
80,15,26,2,4,typical,365,315,2,4,6,4,8,5
80,16,26,2,4,typical,128,199,3,9,9,9,9,1
80,17,26,2,4,typical,354,144,1,9,9,9,9,3
80,18,26,2,4,typical,173,121,1,4,6,6,5,6
80,19,26,2,4,typical,365,112,2,7,7,7,7,5
80,20,26,2,4,typical,377,103,2,9,9,9,9,2
82,1,28,2,1,atypical,377,103,1,6,5,5,5,7
82,2,28,2,1,atypical,365,112,1,5,5,6,5,8
82,3,28,2,1,atypical,173,121,1,4,5,5,4,8
82,4,28,2,1,atypical,354,144,1,5,5,4,5,7
82,5,28,2,1,atypical,128,199,1,3,6,4,6,6
82,6,28,2,1,atypical,365,315,1,3,6,4,5,7
82,7,28,2,1,atypical,354,319,1,4,4,6,5,7
82,8,28,2,1,atypical,128,323,1,5,3,6,5,8
82,9,28,2,1,atypical,377,333,1,5,6,5,4,7
82,10,28,2,1,atypical,173,338,1,4,4,5,4,7
82,11,28,2,1,atypical,377,354,1,3,4,3,5,7
82,12,28,2,1,atypical,365,367,2,4,5,5,4,7
82,13,28,2,1,atypical,173,371,1,2,2,3,3,6
82,14,28,2,1,atypical,128,380,1,4,5,5,4,6
82,15,28,2,1,atypical,354,406,1,5,5,6,5,6
82,16,28,2,1,atypical,354,413,1,4,6,5,4,6
82,17,28,2,1,atypical,377,417,1,3,3,4,5,5
82,18,28,2,1,atypical,365,437,1,3,3,2,4,3
82,19,28,2,1,atypical,173,508,1,4,4,4,4,5
82,20,28,2,1,atypical,128,663,1,3,3,3,4,3
84,1,30,1,4,atypical,128,663,1,3,5,6,6,6
84,2,30,1,4,atypical,173,508,2,8,7,7,7,7
84,3,30,1,4,atypical,365,437,1,7,7,7,7,7
84,4,30,1,4,atypical,377,417,1,8,8,8,7,7
84,5,30,1,4,atypical,354,413,2,6,5,6,7,7
84,6,30,1,4,atypical,354,406,2,6,7,6,7,6
84,7,30,1,4,atypical,128,380,1,6,6,6,5,5
84,8,30,1,4,atypical,173,371,2,6,6,7,8,8
84,9,30,1,4,atypical,365,367,2,3,4,4,4,3
84,10,30,1,4,atypical,377,354,2,6,8,8,8,7
84,11,30,1,4,atypical,173,338,1,8,7,7,8,7
84,12,30,1,4,atypical,377,333,1,2,3,4,3,4
84,13,30,1,4,atypical,128,323,3,6,6,7,6,7
84,14,30,1,4,atypical,354,319,2,5,5,6,6,6
84,15,30,1,4,atypical,365,315,2,6,7,7,6,6
84,16,30,1,4,atypical,128,199,2,6,6,7,7,6
84,17,30,1,4,atypical,354,144,3,8,7,7,6,6
84,18,30,1,4,atypical,173,121,1,7,7,6,6,6
84,19,30,1,4,atypical,365,112,1,8,7,6,6,5
84,20,30,1,4,atypical,377,103,1,6,7,7,8,8
85,1,35,1,4,typical,128,663,2,4,3,6,6,5
85,2,35,1,4,typical,173,508,2,3,3,4,4,2
85,3,35,1,4,typical,365,437,2,6,4,5,5,4
85,4,35,1,4,typical,377,417,2,5,6,4,3,5
85,5,35,1,4,typical,354,413,2,7,8,7,8,3
85,6,35,1,4,typical,354,406,1,7,7,7,8,3
85,7,35,1,4,typical,128,380,1,6,4,6,7,7
85,8,35,1,4,typical,173,371,3,7,6,6,6,7
85,9,35,1,4,typical,365,367,2,4,3,3,2,4
85,10,35,1,4,typical,377,354,2,8,8,7,7,8
85,11,35,1,4,typical,173,338,3,7,8,8,8,5
85,12,35,1,4,typical,377,333,2,9,5,8,9,6
85,13,35,1,4,typical,128,323,2,6,6,7,6,6
85,14,35,1,4,typical,354,319,2,7,8,7,7,8
85,15,35,1,4,typical,365,315,2,8,6,8,8,6
85,16,35,1,4,typical,128,199,2,4,4,6,5,7
85,17,35,1,4,typical,354,144,2,6,4,5,4,4
85,18,35,1,4,typical,173,121,3,5,3,5,6,6
85,19,35,1,4,typical,365,112,2,4,3,4,2,5
85,20,35,1,4,typical,377,103,3,5,6,4,3,6
86,1,21,2,4,atypical,377,103,2,7,9,5,3,5
86,2,21,2,4,atypical,365,112,1,9,4,8,8,6
86,3,21,2,4,atypical,173,121,1,8,9,7,8,9
86,4,21,2,4,atypical,354,144,3,9,9,8,8,8
86,5,21,2,4,atypical,128,199,1,7,8,7,7,6
86,6,21,2,4,atypical,365,315,1,6,4,5,3,5
86,7,21,2,4,atypical,354,319,2,9,9,8,8,8
86,8,21,2,4,atypical,128,323,1,7,9,6,3,8
86,9,21,2,4,atypical,377,333,1,9,9,9,8,6
86,10,21,2,4,atypical,173,338,1,8,9,7,4,8
86,11,21,2,4,atypical,377,354,1,8,8,7,6,7
86,12,21,2,4,atypical,365,367,3,7,7,5,3,5
86,13,21,2,4,atypical,173,371,1,9,9,8,8,7
86,14,21,2,4,atypical,128,380,3,8,4,7,8,4
86,15,21,2,4,atypical,354,406,2,9,9,9,8,8
86,16,21,2,4,atypical,354,413,1,9,9,8,8,8
86,17,21,2,4,atypical,377,417,1,8,6,8,7,9
86,18,21,2,4,atypical,365,437,3,8,7,8,6,9
86,19,21,2,4,atypical,173,508,1,8,6,8,7,8
86,20,21,2,4,atypical,128,663,2,8,7,8,8,8
87,1,28,2,5,atypical,128,663,1,3,6,4,3,6
87,2,28,2,5,atypical,173,508,1,4,6,4,3,6
87,3,28,2,5,atypical,365,437,3,5,7,4,3,6
87,4,28,2,5,atypical,377,417,1,4,6,4,3,7
87,5,28,2,5,atypical,354,413,1,4,7,4,3,5
87,6,28,2,5,atypical,354,406,1,5,7,4,3,7
87,7,28,2,5,atypical,128,380,1,4,4,4,3,4
87,8,28,2,5,atypical,173,371,1,5,7,4,2,7
87,9,28,2,5,atypical,365,367,1,4,5,4,3,5
87,10,28,2,5,atypical,377,354,1,5,7,4,3,7
87,11,28,2,5,atypical,173,338,1,5,7,4,3,7
87,12,28,2,5,atypical,377,333,1,4,7,4,3,7
87,13,28,2,5,atypical,128,323,1,5,6,4,3,6
87,14,28,2,5,atypical,354,319,1,5,7,4,3,7
87,15,28,2,5,atypical,365,315,1,4,7,4,3,7
87,16,28,2,5,atypical,128,199,1,4,6,4,3,7
87,17,28,2,5,atypical,354,144,1,5,7,4,3,7
87,18,28,2,5,atypical,173,121,1,4,7,4,3,7
87,19,28,2,5,atypical,365,112,3,4,6,4,3,7
87,20,28,2,5,atypical,377,103,1,4,7,4,3,6
88,1,24,2,5,typical,128,663,1,5,6,6,7,7
88,2,24,2,5,typical,173,508,3,4,7,7,7,4
88,3,24,2,5,typical,365,437,2,3,3,6,6,3
88,4,24,2,5,typical,377,417,2,4,1,6,6,5
88,5,24,2,5,typical,354,413,3,9,9,6,6,3
88,6,24,2,5,typical,354,406,2,9,6,9,9,2
88,7,24,2,5,typical,128,380,2,2,2,2,6,2
88,8,24,2,5,typical,173,371,2,5,5,5,5,5
88,9,24,2,5,typical,365,367,2,3,5,5,5,3
88,10,24,2,5,typical,377,354,2,7,8,8,8,6
88,11,24,2,5,typical,173,338,1,5,5,5,5,9
88,12,24,2,5,typical,377,333,2,4,4,4,5,5
88,13,24,2,5,typical,128,323,2,3,3,3,3,9
88,14,24,2,5,typical,354,319,3,7,7,7,9,5
88,15,24,2,5,typical,365,315,2,7,7,5,7,6
88,16,24,2,5,typical,128,199,2,6,6,7,7,6
88,17,24,2,5,typical,354,144,3,5,5,5,5,7
88,18,24,2,5,typical,173,121,2,8,8,8,8,9
88,19,24,2,5,typical,365,112,2,8,6,8,8,3
88,20,24,2,5,typical,377,103,2,3,7,3,4,3
89,1,67,1,2,atypical,377,103,1,7,7,7,7,7
89,2,67,1,2,atypical,365,112,1,8,8,8,8,8
89,3,67,1,2,atypical,173,121,1,7,8,8,8,8
89,4,67,1,2,atypical,354,144,1,8,8,8,8,8
89,5,67,1,2,atypical,128,199,1,7,7,7,7,7
89,6,67,1,2,atypical,365,315,1,7,7,7,7,7
89,7,67,1,2,atypical,354,319,1,8,8,8,8,8
89,8,67,1,2,atypical,128,323,1,8,8,8,8,8
89,9,67,1,2,atypical,377,333,1,7,7,7,7,7
89,10,67,1,2,atypical,173,338,1,8,8,8,8,8
89,11,67,1,2,atypical,377,354,1,8,8,8,8,8
89,12,67,1,2,atypical,365,367,1,8,8,8,8,8
89,13,67,1,2,atypical,173,371,1,7,7,7,7,7
89,14,67,1,2,atypical,128,380,1,7,7,7,7,7
89,15,67,1,2,atypical,354,406,1,8,8,8,8,8
89,16,67,1,2,atypical,354,413,1,8,8,8,8,8
89,17,67,1,2,atypical,377,417,1,8,8,8,8,8
89,18,67,1,2,atypical,365,437,1,7,7,7,7,7
89,19,67,1,2,atypical,173,508,1,7,7,7,7,7
89,20,67,1,2,atypical,128,663,1,7,7,7,7,7
90,1,23,3,1,typical,377,103,2,8,6,6,6,5
90,2,23,3,1,typical,365,122,2,8,4,7,9,8
90,3,23,3,1,typical,173,121,3,4,5,5,5,8
90,4,23,3,1,typical,354,144,1,6,8,6,7,7
90,5,23,3,1,typical,128,199,2,6,5,6,6,9
90,6,23,3,1,typical,365,315,3,3,7,2,4,4
90,7,23,3,1,typical,354,319,1,3,6,5,4,4
90,8,23,3,1,typical,128,323,2,5,3,4,7,6
90,9,23,3,1,typical,377,333,2,3,8,2,4,3
90,10,23,3,1,typical,173,338,3,7,6,8,9,7
90,11,23,3,1,typical,377,354,2,8,6,7,7,3
90,12,23,3,1,typical,365,367,2,7,3,4,9,3
90,13,23,3,1,typical,173,371,2,5,5,5,5,4
90,14,23,3,1,typical,128,380,1,5,2,5,5,2
90,15,23,3,1,typical,354,406,2,9,6,6,6,4
90,16,23,3,1,typical,354,413,1,2,8,3,3,4
90,17,23,3,1,typical,377,417,3,5,4,5,5,9
90,18,23,3,1,typical,365,437,2,5,5,6,6,6
90,19,23,3,1,typical,173,508,1,5,5,5,5,3
90,20,23,3,1,typical,128,663,2,5,5,7,8,3
91,1,20,2,4,atypical,377,103,1,8,9,8,8,6
91,2,20,2,4,atypical,365,112,1,9,6,8,7,4
91,3,20,2,4,atypical,173,121,1,7,8,6,5,6
91,4,20,2,4,atypical,354,144,1,8,6,7,8,4
91,5,20,2,4,atypical,128,199,3,6,7,7,6,6
91,6,20,2,4,atypical,365,315,1,6,6,7,5,5
91,7,20,2,4,atypical,354,319,3,7,6,7,6,4
91,8,20,2,4,atypical,128,323,1,6,7,7,5,6
91,9,20,2,4,atypical,377,333,1,8,9,7,6,3
91,10,20,2,4,atypical,173,338,3,7,7,8,8,6
91,11,20,2,4,atypical,377,354,1,9,8,9,7,7
91,12,20,2,4,atypical,365,367,3,7,6,8,8,6
91,13,20,2,4,atypical,173,371,1,8,7,9,9,8
91,14,20,2,4,atypical,128,380,3,6,4,7,8,2
91,15,20,2,4,atypical,354,406,2,7,8,6,6,8
91,16,20,2,4,atypical,354,413,1,6,8,7,7,6
91,17,20,2,4,atypical,377,417,1,9,6,7,8,5
91,18,20,2,4,atypical,365,437,3,8,5,7,7,5
91,19,20,2,4,atypical,173,508,1,6,4,7,6,3
91,20,20,2,4,atypical,128,663,2,8,5,7,8,3
92,1,22,2,4,atypical,128,663,1,3,4,4,4,4
92,2,22,2,4,atypical,173,508,1,4,2,4,3,5
92,3,22,2,4,atypical,365,437,2,4,4,5,4,7
92,4,22,2,4,atypical,377,417,1,5,5,5,4,7
92,5,22,2,4,atypical,354,413,1,5,7,6,7,3
92,6,22,2,4,atypical,354,406,1,7,7,6,6,7
92,7,22,2,4,atypical,128,380,1,6,2,6,6,3
92,8,22,2,4,atypical,173,371,3,4,5,5,4,3
92,9,22,2,4,atypical,365,367,1,2,2,4,4,1
92,10,22,2,4,atypical,377,354,3,5,6,4,4,8
92,11,22,2,4,atypical,173,338,1,7,4,6,7,5
92,12,22,2,4,atypical,377,333,1,2,4,4,2,3
92,13,22,2,4,atypical,128,323,1,5,4,6,5,7
92,14,22,2,4,atypical,354,319,3,7,5,6,5,4
92,15,22,2,4,atypical,365,315,1,3,2,4,3,3
92,16,22,2,4,atypical,128,199,2,5,4,6,6,5
92,17,22,2,4,atypical,354,144,3,7,6,7,5,7
92,18,22,2,4,atypical,173,121,1,7,7,7,7,5
92,19,22,2,4,atypical,365,112,1,7,3,6,6,4
92,20,22,2,4,atypical,377,103,3,7,7,7,7,5
93,1,23,1,1,typical,128,663,2,4,4,4,4,7
93,2,23,1,1,typical,173,508,3,2,2,2,2,2
93,3,23,1,1,typical,365,437,2,3,3,3,3,8
93,4,23,1,1,typical,377,417,2,5,5,5,5,5
93,5,23,1,1,typical,354,413,2,3,7,5,6,5
93,6,23,1,1,typical,354,406,1,3,4,3,4,7
93,7,23,1,1,typical,128,380,2,3,2,2,2,3
93,8,23,1,1,typical,173,371,2,4,5,4,5,9
93,9,23,1,1,typical,365,367,2,3,3,3,3,6
93,10,23,1,1,typical,377,354,2,4,5,5,5,8
93,11,23,1,1,typical,173,338,2,7,6,6,6,7
93,12,23,1,1,typical,377,333,3,4,4,4,4,7
93,13,23,1,1,typical,128,323,2,3,5,4,5,7
93,14,23,1,1,typical,354,319,2,4,2,4,5,5
93,15,23,1,1,typical,365,315,2,4,4,4,4,6
93,16,23,1,1,typical,128,199,2,4,4,5,5,9
93,17,23,1,1,typical,354,144,2,3,3,6,4,8
93,18,23,1,1,typical,173,121,1,3,3,2,5,5
93,19,23,1,1,typical,365,112,2,3,4,4,4,5
93,20,23,1,1,typical,377,103,2,3,5,3,5,6
94,1,25,2,4,typical,128,663,2,8,8,7,7,9
94,2,25,2,4,typical,173,508,1,4,3,6,5,7
94,3,25,2,4,typical,365,437,2,8,8,8,6,7
94,4,25,2,4,typical,377,417,1,4,3,4,8,7
94,5,25,2,4,typical,354,413,2,6,9,6,6,7
94,6,25,2,4,typical,354,406,3,8,8,8,4,8
94,7,25,2,4,typical,128,380,2,6,3,6,5,3
94,8,25,2,4,typical,173,371,2,5,7,6,3,8
94,9,25,2,4,typical,365,367,2,8,3,6,5,8
94,10,25,2,4,typical,377,354,1,7,8,6,2,7
94,11,25,2,4,typical,173,338,3,5,6,6,4,7
94,12,25,2,4,typical,377,333,2,6,7,4,4,7
94,13,25,2,4,typical,128,323,2,5,5,3,4,6
94,14,25,2,4,typical,354,319,2,8,7,8,6,8
94,15,25,2,4,typical,365,315,2,4,5,5,3,6
94,16,25,2,4,typical,128,199,2,7,7,6,4,7
94,17,25,2,4,typical,354,144,3,6,7,6,5,8
94,18,25,2,4,typical,173,121,3,6,5,5,5,7
94,19,25,2,4,typical,365,112,2,8,8,8,3,7
94,20,25,2,4,typical,377,103,2,3,4,5,5,6
95,1,22,2,1,atypical,128,663,1,7,6,8,9,3
95,2,22,2,1,atypical,173,508,1,6,7,8,8,4
95,3,22,2,1,atypical,365,437,2,7,9,7,6,7
95,4,22,2,1,atypical,377,417,1,8,8,7,7,7
95,5,22,2,1,atypical,354,413,1,8,9,9,8,5
95,6,22,2,1,atypical,354,406,1,9,9,9,9,5
95,7,22,2,1,atypical,128,380,1,5,4,6,8,4
95,8,22,2,1,atypical,173,371,1,8,8,8,7,6
95,9,22,2,1,atypical,365,367,2,5,5,8,8,5
95,10,22,2,1,atypical,377,354,1,9,9,9,7,6
95,11,22,2,1,atypical,173,338,1,8,9,7,7,7
95,12,22,2,1,atypical,377,333,1,3,3,7,4,4
95,13,22,2,1,atypical,128,323,2,3,3,3,3,1
95,14,22,2,1,atypical,354,319,3,6,6,6,5,5
95,15,22,2,1,atypical,365,315,3,5,6,6,6,5
95,16,22,2,1,atypical,128,199,3,6,5,6,6,7
95,17,22,2,1,atypical,354,144,1,9,9,9,8,4
95,18,22,2,1,atypical,173,121,1,9,9,9,8,5
95,19,22,2,1,atypical,365,112,1,7,6,7,7,5
95,20,22,2,1,atypical,377,103,1,3,3,3,2,1
96,1,34,1,4,typical,377,103,2,5,6,5,5,7
96,2,34,1,4,typical,365,122,2,8,8,8,8,8
96,3,34,1,4,typical,173,121,2,6,7,7,7,7
96,4,34,1,4,typical,354,144,2,6,6,6,6,6
96,5,34,1,4,typical,128,199,1,6,6,6,6,6
96,6,34,1,4,typical,365,315,2,8,8,8,8,8
96,7,34,1,4,typical,354,319,2,6,6,6,6,6
96,8,34,1,4,typical,128,323,3,4,5,4,4,4
96,9,34,1,4,typical,377,333,2,7,7,6,7,7
96,10,34,1,4,typical,173,338,2,7,7,7,7,7
96,11,34,1,4,typical,377,354,2,7,7,7,8,7
96,12,34,1,4,typical,365,367,2,4,5,4,4,6
96,13,34,1,4,typical,173,371,2,4,4,4,3,3
96,14,34,1,4,typical,128,380,1,4,5,4,4,4
96,15,34,1,4,typical,354,406,2,7,8,7,8,8
96,16,34,1,4,typical,354,413,3,6,8,6,6,6
96,17,34,1,4,typical,377,417,2,7,8,7,7,7
96,18,34,1,4,typical,365,437,2,8,8,7,8,7
96,19,34,1,4,typical,173,508,2,7,8,8,8,8
96,20,34,1,4,typical,128,663,2,3,4,3,3,3
97,1,21,1,1,atypical,377,103,1,5,6,5,4,7
97,2,21,1,1,atypical,365,112,1,5,5,5,4,8
97,3,21,1,1,atypical,173,121,1,3,7,3,3,6
97,4,21,1,1,atypical,354,144,1,6,7,5,3,6
97,5,21,1,1,atypical,128,199,1,7,6,5,5,8
97,6,21,1,1,atypical,365,315,1,5,6,6,5,6
97,7,21,1,1,atypical,354,319,2,5,6,5,5,6
97,8,21,1,1,atypical,128,323,1,6,7,5,4,3
97,9,21,1,1,atypical,377,333,2,6,8,6,6,6
97,10,21,1,1,atypical,173,338,1,5,7,5,5,8
97,11,21,1,1,atypical,377,354,1,7,7,5,5,9
97,12,21,1,1,atypical,365,367,1,4,5,7,5,4
97,13,21,1,1,atypical,173,371,1,6,7,6,6,6
97,14,21,1,1,atypical,128,380,1,5,4,6,7,3
97,15,21,1,1,atypical,354,406,2,7,8,6,5,8
97,16,21,1,1,atypical,354,413,1,7,9,6,6,9
97,17,21,1,1,atypical,377,417,1,5,4,6,6,8
97,18,21,1,1,atypical,365,437,1,5,5,6,5,4
97,19,21,1,1,atypical,173,508,1,6,6,6,5,6
97,20,21,1,1,atypical,128,663,1,4,7,4,3,8
99,1,20,1,3,typical,377,103,2,7,8,8,7,6
